Name,NumBalls,Difficulty,URL,Prerequisites
Alex,3,7,https://libraryofjuggling.com/Tricks/3balltricks/Alex.html,531MillsMess,OrkasMess
[Columns]Infinity,3,3,https://libraryofjuggling.com/Tricks/3balltricks/Infinity.html,Columns
[Columns]Crossunder,3,4,https://libraryofjuggling.com/Tricks/3balltricks/Crossunder.html,Columns
[Columns]ColumnBoxVar,3,5,https://libraryofjuggling.com/Tricks/3balltricks/ColumnBoxVar.html,Columns,Half-Box(441)
AlsSlide,3,4,https://libraryofjuggling.com/Tricks/3balltricks/Al'sSlide.html,Infinity
BostonMess,3,6,https://libraryofjuggling.com/Tricks/3balltricks/BostonMess.html,MillsMess,TheW
Backcrosses,3,7,https://libraryofjuggling.com/Tricks/3balltricks/Backcrosses.html,Cascade
ArrowofAsai,3,6,https://libraryofjuggling.com/Tricks/3balltricks/ArrowofAsai.html,Shuffle,PenmansBox
[Columns]RainbowArches,3,3,https://libraryofjuggling.com/Tricks/3balltricks/RainbowArches.html,Columns
[Columns]ColumnOverVar,3,3,https://libraryofjuggling.com/Tricks/3balltricks/ColumnOverVar.html,Columns
[Columns]MattsMess,3,5,https://libraryofjuggling.com/Tricks/3balltricks/Matt'sMess.html,ReverseInfinity,Crossunder
[Chops]ReverseChops,3,4,https://libraryofjuggling.com/Tricks/3balltricks/ReverseChops.html,Chops,Takeouts
[Cascade]ReverseCascade,3,4,https://libraryofjuggling.com/Tricks/3balltricks/ReverseCascade.html,Half-Shower,JugglersTennis
Columns,3,3,https://libraryofjuggling.com/Tricks/3balltricks/Columns.html
Chops,3,4,https://libraryofjuggling.com/Tricks/3balltricks/Chops.html,Cascade
SixBallFountain,6,9,https://libraryofjuggling.com/Tricks/6balltricks/SixBallFountain.html,Fountain,ThreeInOne,FiveBallCascade
FiveBallSplitMultiplexCascade,5,6,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallSplitMultiplexCascade.html,Cascade
[Cascade]High-LowCascade,3,4,https://libraryofjuggling.com/Tricks/3balltricks/High-LowCascade.html,Cascade
FiveBallStackedMultiplexCascade,5,7,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallStackedMultiplexCascade.html,Cascade
FiveBallShower,5,9,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallShower.html,FourBallShower
Martin,5,6,https://libraryofjuggling.com/Tricks/5balltricks/Martin.html,TheW,ThreeInOne
5551,4,5,https://libraryofjuggling.com/Tricks/4balltricks/5551.html,Cascade,Shower
FiveBallMultiplexColumns,5,7,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallMultiplexColumns.html,Columns
FiveBallHalf-Shower,5,9,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallHalf-Shower.html,FiveBallCascade,FourBallHalfShower
55550,4,5,https://libraryofjuggling.com/Tricks/4balltricks/55550.html,5551
FiveBallCascade,5,9,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallCascade.html,Cascade,552,5551,55550
552,4,4,https://libraryofjuggling.com/Tricks/4balltricks/552.html,Cascade,Snake
[FiveBallCascade]FiveBallReverseCascade,5,9,https://libraryofjuggling.com/Tricks/5balltricks/FiveBallReverseCascade.html,FiveBallCascade
